actor,direction,source_available,profile_status,next_step
npc_regional_highland_healer_m,down,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_highland_healer_m,down_left,false,pending,review directional fallback before calibration
npc_regional_highland_healer_m,left,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_highland_healer_m,up_left,false,pending,review directional fallback before calibration
npc_regional_highland_healer_m,up,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_highland_healer_m,up_right,false,pending,review directional fallback before calibration
npc_regional_highland_healer_m,right,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_highland_healer_m,down_right,false,pending,review directional fallback before calibration
npc_regional_highland_miner_f,down,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_highland_miner_f,down_left,false,pending,review directional fallback before calibration
npc_regional_highland_miner_f,left,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_highland_miner_f,up_left,false,pending,review directional fallback before calibration
npc_regional_highland_miner_f,up,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_highland_miner_f,up_right,false,pending,review directional fallback before calibration
npc_regional_highland_miner_f,right,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_highland_miner_f,down_right,false,pending,review directional fallback before calibration
npc_regional_highland_miner_m,down,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_highland_miner_m,down_left,false,pending,review directional fallback before calibration
npc_regional_highland_miner_m,left,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_highland_miner_m,up_left,false,pending,review directional fallback before calibration
npc_regional_highland_miner_m,up,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_highland_miner_m,up_right,false,pending,review directional fallback before calibration
npc_regional_highland_miner_m,right,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_highland_miner_m,down_right,false,pending,review directional fallback before calibration
npc_regional_highland_noble_f,down,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_highland_noble_f,down_left,false,pending,review directional fallback before calibration
npc_regional_highland_noble_f,left,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_highland_noble_f,up_left,false,pending,review directional fallback before calibration
npc_regional_highland_noble_f,up,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_highland_noble_f,up_right,false,pending,review directional fallback before calibration
npc_regional_highland_noble_f,right,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_highland_noble_f,down_right,false,pending,review directional fallback before calibration
npc_regional_highland_noble_m,down,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_highland_noble_m,down_left,false,pending,review directional fallback before calibration
npc_regional_highland_noble_m,left,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_highland_noble_m,up_left,false,pending,review directional fallback before calibration
npc_regional_highland_noble_m,up,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_highland_noble_m,up_right,false,pending,review directional fallback before calibration
npc_regional_highland_noble_m,right,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_highland_noble_m,down_right,false,pending,review directional fallback before calibration
npc_regional_highland_scholar_f,down,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_highland_scholar_f,down_left,false,pending,review directional fallback before calibration
npc_regional_highland_scholar_f,left,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_highland_scholar_f,up_left,false,pending,review directional fallback before calibration
npc_regional_highland_scholar_f,up,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_highland_scholar_f,up_right,false,pending,review directional fallback before calibration
npc_regional_highland_scholar_f,right,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_highland_scholar_f,down_right,false,pending,review directional fallback before calibration
npc_regional_highland_scholar_m,down,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_highland_scholar_m,down_left,false,pending,review directional fallback before calibration
npc_regional_highland_scholar_m,left,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_highland_scholar_m,up_left,false,pending,review directional fallback before calibration
npc_regional_highland_scholar_m,up,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_highland_scholar_m,up_right,false,pending,review directional fallback before calibration
npc_regional_highland_scholar_m,right,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_highland_scholar_m,down_right,false,pending,review directional fallback before calibration
npc_regional_highland_trader_f,down,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_highland_trader_f,down_left,false,pending,review directional fallback before calibration
npc_regional_highland_trader_f,left,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_highland_trader_f,up_left,false,pending,review directional fallback before calibration
npc_regional_highland_trader_f,up,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_highland_trader_f,up_right,false,pending,review directional fallback before calibration
npc_regional_highland_trader_f,right,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_highland_trader_f,down_right,false,pending,review directional fallback before calibration
npc_regional_highland_trader_m,down,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_highland_trader_m,down_left,false,pending,review directional fallback before calibration
npc_regional_highland_trader_m,left,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_highland_trader_m,up_left,false,pending,review directional fallback before calibration
npc_regional_highland_trader_m,up,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_highland_trader_m,up_right,false,pending,review directional fallback before calibration
npc_regional_highland_trader_m,right,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_highland_trader_m,down_right,false,pending,review directional fallback before calibration
npc_regional_marsh_artisan_f,down,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_marsh_artisan_f,down_left,false,pending,review directional fallback before calibration
npc_regional_marsh_artisan_f,left,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_marsh_artisan_f,up_left,false,pending,review directional fallback before calibration
npc_regional_marsh_artisan_f,up,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_marsh_artisan_f,up_right,false,pending,review directional fallback before calibration
npc_regional_marsh_artisan_f,right,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_marsh_artisan_f,down_right,false,pending,review directional fallback before calibration
npc_regional_marsh_artisan_m,down,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_marsh_artisan_m,down_left,false,pending,review directional fallback before calibration
npc_regional_marsh_artisan_m,left,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_marsh_artisan_m,up_left,false,pending,review directional fallback before calibration
npc_regional_marsh_artisan_m,up,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_marsh_artisan_m,up_right,false,pending,review directional fallback before calibration
npc_regional_marsh_artisan_m,right,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_marsh_artisan_m,down_right,false,pending,review directional fallback before calibration
npc_regional_marsh_farmer_f,down,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_marsh_farmer_f,down_left,false,pending,review directional fallback before calibration
npc_regional_marsh_farmer_f,left,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_marsh_farmer_f,up_left,false,pending,review directional fallback before calibration
npc_regional_marsh_farmer_f,up,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_marsh_farmer_f,up_right,false,pending,review directional fallback before calibration
npc_regional_marsh_farmer_f,right,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_marsh_farmer_f,down_right,false,pending,review directional fallback before calibration
npc_regional_marsh_farmer_m,down,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_marsh_farmer_m,down_left,false,pending,review directional fallback before calibration
npc_regional_marsh_farmer_m,left,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_marsh_farmer_m,up_left,false,pending,review directional fallback before calibration
npc_regional_marsh_farmer_m,up,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_marsh_farmer_m,up_right,false,pending,review directional fallback before calibration
npc_regional_marsh_farmer_m,right,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_marsh_farmer_m,down_right,false,pending,review directional fallback before calibration
npc_regional_marsh_guard_f,down,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_marsh_guard_f,down_left,false,pending,review directional fallback before calibration
npc_regional_marsh_guard_f,left,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_marsh_guard_f,up_left,false,pending,review directional fallback before calibration
npc_regional_marsh_guard_f,up,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_marsh_guard_f,up_right,false,pending,review directional fallback before calibration
npc_regional_marsh_guard_f,right,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_marsh_guard_f,down_right,false,pending,review directional fallback before calibration
npc_regional_marsh_guard_m,down,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_marsh_guard_m,down_left,false,pending,review directional fallback before calibration
npc_regional_marsh_guard_m,left,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_marsh_guard_m,up_left,false,pending,review directional fallback before calibration
npc_regional_marsh_guard_m,up,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_marsh_guard_m,up_right,false,pending,review directional fallback before calibration
npc_regional_marsh_guard_m,right,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_marsh_guard_m,down_right,false,pending,review directional fallback before calibration
npc_regional_marsh_healer_f,down,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_marsh_healer_f,down_left,false,pending,review directional fallback before calibration
npc_regional_marsh_healer_f,left,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_marsh_healer_f,up_left,false,pending,review directional fallback before calibration
npc_regional_marsh_healer_f,up,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_marsh_healer_f,up_right,false,pending,review directional fallback before calibration
npc_regional_marsh_healer_f,right,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_marsh_healer_f,down_right,false,pending,review directional fallback before calibration
npc_regional_marsh_healer_m,down,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_marsh_healer_m,down_left,false,pending,review directional fallback before calibration
npc_regional_marsh_healer_m,left,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_marsh_healer_m,up_left,false,pending,review directional fallback before calibration
npc_regional_marsh_healer_m,up,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_marsh_healer_m,up_right,false,pending,review directional fallback before calibration
npc_regional_marsh_healer_m,right,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_marsh_healer_m,down_right,false,pending,review directional fallback before calibration
npc_regional_marsh_miner_f,down,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_marsh_miner_f,down_left,false,pending,review directional fallback before calibration
npc_regional_marsh_miner_f,left,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_marsh_miner_f,up_left,false,pending,review directional fallback before calibration
npc_regional_marsh_miner_f,up,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_marsh_miner_f,up_right,false,pending,review directional fallback before calibration
npc_regional_marsh_miner_f,right,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_marsh_miner_f,down_right,false,pending,review directional fallback before calibration
npc_regional_marsh_miner_m,down,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_marsh_miner_m,down_left,false,pending,review directional fallback before calibration
npc_regional_marsh_miner_m,left,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_marsh_miner_m,up_left,false,pending,review directional fallback before calibration
npc_regional_marsh_miner_m,up,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_marsh_miner_m,up_right,false,pending,review directional fallback before calibration
npc_regional_marsh_miner_m,right,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_marsh_miner_m,down_right,false,pending,review directional fallback before calibration
npc_regional_marsh_noble_f,down,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_marsh_noble_f,down_left,false,pending,review directional fallback before calibration
npc_regional_marsh_noble_f,left,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_marsh_noble_f,up_left,false,pending,review directional fallback before calibration
npc_regional_marsh_noble_f,up,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_marsh_noble_f,up_right,false,pending,review directional fallback before calibration
npc_regional_marsh_noble_f,right,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_marsh_noble_f,down_right,false,pending,review directional fallback before calibration
npc_regional_marsh_noble_m,down,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_marsh_noble_m,down_left,false,pending,review directional fallback before calibration
npc_regional_marsh_noble_m,left,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_marsh_noble_m,up_left,false,pending,review directional fallback before calibration
npc_regional_marsh_noble_m,up,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_marsh_noble_m,up_right,false,pending,review directional fallback before calibration
npc_regional_marsh_noble_m,right,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_marsh_noble_m,down_right,false,pending,review directional fallback before calibration
npc_regional_marsh_scholar_f,down,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_marsh_scholar_f,down_left,false,pending,review directional fallback before calibration
npc_regional_marsh_scholar_f,left,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_marsh_scholar_f,up_left,false,pending,review directional fallback before calibration
npc_regional_marsh_scholar_f,up,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_marsh_scholar_f,up_right,false,pending,review directional fallback before calibration
npc_regional_marsh_scholar_f,right,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_marsh_scholar_f,down_right,false,pending,review directional fallback before calibration
npc_regional_marsh_scholar_m,down,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_marsh_scholar_m,down_left,false,pending,review directional fallback before calibration
npc_regional_marsh_scholar_m,left,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_marsh_scholar_m,up_left,false,pending,review directional fallback before calibration
npc_regional_marsh_scholar_m,up,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_marsh_scholar_m,up_right,false,pending,review directional fallback before calibration
npc_regional_marsh_scholar_m,right,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_marsh_scholar_m,down_right,false,pending,review directional fallback before calibration
npc_regional_marsh_trader_f,down,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_marsh_trader_f,down_left,false,pending,review directional fallback before calibration
npc_regional_marsh_trader_f,left,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_marsh_trader_f,up_left,false,pending,review directional fallback before calibration
npc_regional_marsh_trader_f,up,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_marsh_trader_f,up_right,false,pending,review directional fallback before calibration
npc_regional_marsh_trader_f,right,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_marsh_trader_f,down_right,false,pending,review directional fallback before calibration
npc_regional_marsh_trader_m,down,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_marsh_trader_m,down_left,false,pending,review directional fallback before calibration
npc_regional_marsh_trader_m,left,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_marsh_trader_m,up_left,false,pending,review directional fallback before calibration
npc_regional_marsh_trader_m,up,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_marsh_trader_m,up_right,false,pending,review directional fallback before calibration
npc_regional_marsh_trader_m,right,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_marsh_trader_m,down_right,false,pending,review directional fallback before calibration
npc_regional_north_artisan_f,down,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_north_artisan_f,down_left,false,pending,review directional fallback before calibration
npc_regional_north_artisan_f,left,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_north_artisan_f,up_left,false,pending,review directional fallback before calibration
npc_regional_north_artisan_f,up,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_north_artisan_f,up_right,false,pending,review directional fallback before calibration
npc_regional_north_artisan_f,right,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_north_artisan_f,down_right,false,pending,review directional fallback before calibration
npc_regional_north_artisan_m,down,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_north_artisan_m,down_left,false,pending,review directional fallback before calibration
npc_regional_north_artisan_m,left,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_north_artisan_m,up_left,false,pending,review directional fallback before calibration
npc_regional_north_artisan_m,up,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_north_artisan_m,up_right,false,pending,review directional fallback before calibration
npc_regional_north_artisan_m,right,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_north_artisan_m,down_right,false,pending,review directional fallback before calibration
npc_regional_north_farmer_f,down,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_north_farmer_f,down_left,false,pending,review directional fallback before calibration
npc_regional_north_farmer_f,left,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_north_farmer_f,up_left,false,pending,review directional fallback before calibration
npc_regional_north_farmer_f,up,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_north_farmer_f,up_right,false,pending,review directional fallback before calibration
npc_regional_north_farmer_f,right,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_north_farmer_f,down_right,false,pending,review directional fallback before calibration
npc_regional_north_farmer_m,down,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_north_farmer_m,down_left,false,pending,review directional fallback before calibration
npc_regional_north_farmer_m,left,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_north_farmer_m,up_left,false,pending,review directional fallback before calibration
npc_regional_north_farmer_m,up,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_north_farmer_m,up_right,false,pending,review directional fallback before calibration
npc_regional_north_farmer_m,right,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_north_farmer_m,down_right,false,pending,review directional fallback before calibration
npc_regional_north_guard_f,down,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_north_guard_f,down_left,false,pending,review directional fallback before calibration
npc_regional_north_guard_f,left,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_north_guard_f,up_left,false,pending,review directional fallback before calibration
npc_regional_north_guard_f,up,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_north_guard_f,up_right,false,pending,review directional fallback before calibration
npc_regional_north_guard_f,right,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_north_guard_f,down_right,false,pending,review directional fallback before calibration
npc_regional_north_guard_m,down,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_north_guard_m,down_left,false,pending,review directional fallback before calibration
npc_regional_north_guard_m,left,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_north_guard_m,up_left,false,pending,review directional fallback before calibration
npc_regional_north_guard_m,up,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_north_guard_m,up_right,false,pending,review directional fallback before calibration
npc_regional_north_guard_m,right,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_north_guard_m,down_right,false,pending,review directional fallback before calibration
npc_regional_north_healer_f,down,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_north_healer_f,down_left,false,pending,review directional fallback before calibration
npc_regional_north_healer_f,left,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_north_healer_f,up_left,false,pending,review directional fallback before calibration
npc_regional_north_healer_f,up,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_north_healer_f,up_right,false,pending,review directional fallback before calibration
npc_regional_north_healer_f,right,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_north_healer_f,down_right,false,pending,review directional fallback before calibration
npc_regional_north_healer_m,down,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_north_healer_m,down_left,false,pending,review directional fallback before calibration
npc_regional_north_healer_m,left,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_north_healer_m,up_left,false,pending,review directional fallback before calibration
npc_regional_north_healer_m,up,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_north_healer_m,up_right,false,pending,review directional fallback before calibration
npc_regional_north_healer_m,right,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_north_healer_m,down_right,false,pending,review directional fallback before calibration
npc_regional_north_miner_f,down,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_north_miner_f,down_left,false,pending,review directional fallback before calibration
npc_regional_north_miner_f,left,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_north_miner_f,up_left,false,pending,review directional fallback before calibration
npc_regional_north_miner_f,up,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_north_miner_f,up_right,false,pending,review directional fallback before calibration
npc_regional_north_miner_f,right,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_north_miner_f,down_right,false,pending,review directional fallback before calibration
npc_regional_north_miner_m,down,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_north_miner_m,down_left,false,pending,review directional fallback before calibration
npc_regional_north_miner_m,left,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_north_miner_m,up_left,false,pending,review directional fallback before calibration
npc_regional_north_miner_m,up,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_north_miner_m,up_right,false,pending,review directional fallback before calibration
npc_regional_north_miner_m,right,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_north_miner_m,down_right,false,pending,review directional fallback before calibration
npc_regional_north_noble_f,down,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_north_noble_f,down_left,false,pending,review directional fallback before calibration
npc_regional_north_noble_f,left,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_north_noble_f,up_left,false,pending,review directional fallback before calibration
npc_regional_north_noble_f,up,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_north_noble_f,up_right,false,pending,review directional fallback before calibration
npc_regional_north_noble_f,right,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_north_noble_f,down_right,false,pending,review directional fallback before calibration
npc_regional_north_noble_m,down,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_north_noble_m,down_left,false,pending,review directional fallback before calibration
npc_regional_north_noble_m,left,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_north_noble_m,up_left,false,pending,review directional fallback before calibration
npc_regional_north_noble_m,up,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_north_noble_m,up_right,false,pending,review directional fallback before calibration
npc_regional_north_noble_m,right,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_north_noble_m,down_right,false,pending,review directional fallback before calibration
npc_regional_north_scholar_f,down,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_north_scholar_f,down_left,false,pending,review directional fallback before calibration
npc_regional_north_scholar_f,left,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_north_scholar_f,up_left,false,pending,review directional fallback before calibration
npc_regional_north_scholar_f,up,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_north_scholar_f,up_right,false,pending,review directional fallback before calibration
npc_regional_north_scholar_f,right,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_north_scholar_f,down_right,false,pending,review directional fallback before calibration
npc_regional_north_scholar_m,down,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_north_scholar_m,down_left,false,pending,review directional fallback before calibration
npc_regional_north_scholar_m,left,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_north_scholar_m,up_left,false,pending,review directional fallback before calibration
npc_regional_north_scholar_m,up,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_north_scholar_m,up_right,false,pending,review directional fallback before calibration
npc_regional_north_scholar_m,right,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_north_scholar_m,down_right,false,pending,review directional fallback before calibration
npc_regional_north_trader_f,down,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_north_trader_f,down_left,false,pending,review directional fallback before calibration
npc_regional_north_trader_f,left,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_north_trader_f,up_left,false,pending,review directional fallback before calibration
npc_regional_north_trader_f,up,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_north_trader_f,up_right,false,pending,review directional fallback before calibration
npc_regional_north_trader_f,right,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_north_trader_f,down_right,false,pending,review directional fallback before calibration
npc_regional_north_trader_m,down,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_north_trader_m,down_left,false,pending,review directional fallback before calibration
npc_regional_north_trader_m,left,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_north_trader_m,up_left,false,pending,review directional fallback before calibration
npc_regional_north_trader_m,up,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_north_trader_m,up_right,false,pending,review directional fallback before calibration
npc_regional_north_trader_m,right,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_north_trader_m,down_right,false,pending,review directional fallback before calibration
npc_regional_temperate_artisan_f,down,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_temperate_artisan_f,down_left,false,pending,review directional fallback before calibration
npc_regional_temperate_artisan_f,left,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_temperate_artisan_f,up_left,false,pending,review directional fallback before calibration
npc_regional_temperate_artisan_f,up,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_temperate_artisan_f,up_right,false,pending,review directional fallback before calibration
npc_regional_temperate_artisan_f,right,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_temperate_artisan_f,down_right,false,pending,review directional fallback before calibration
npc_regional_temperate_artisan_m,down,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_temperate_artisan_m,down_left,false,pending,review directional fallback before calibration
npc_regional_temperate_artisan_m,left,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_temperate_artisan_m,up_left,false,pending,review directional fallback before calibration
npc_regional_temperate_artisan_m,up,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_temperate_artisan_m,up_right,false,pending,review directional fallback before calibration
npc_regional_temperate_artisan_m,right,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_temperate_artisan_m,down_right,false,pending,review directional fallback before calibration
npc_regional_temperate_farmer_f,down,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_temperate_farmer_f,down_left,false,pending,review directional fallback before calibration
npc_regional_temperate_farmer_f,left,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_temperate_farmer_f,up_left,false,pending,review directional fallback before calibration
npc_regional_temperate_farmer_f,up,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_temperate_farmer_f,up_right,false,pending,review directional fallback before calibration
npc_regional_temperate_farmer_f,right,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_temperate_farmer_f,down_right,false,pending,review directional fallback before calibration
npc_regional_temperate_farmer_m,down,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_temperate_farmer_m,down_left,false,pending,review directional fallback before calibration
npc_regional_temperate_farmer_m,left,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_temperate_farmer_m,up_left,false,pending,review directional fallback before calibration
npc_regional_temperate_farmer_m,up,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_temperate_farmer_m,up_right,false,pending,review directional fallback before calibration
npc_regional_temperate_farmer_m,right,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_temperate_farmer_m,down_right,false,pending,review directional fallback before calibration
npc_regional_temperate_guard_f,down,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_temperate_guard_f,down_left,false,pending,review directional fallback before calibration
npc_regional_temperate_guard_f,left,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_temperate_guard_f,up_left,false,pending,review directional fallback before calibration
npc_regional_temperate_guard_f,up,true,pending,calibrate pelvis contours source masks and equipment depth
npc_regional_temperate_guard_f,up_right,false,pending,review directional fallback before calibration
npc_regional_temperate_guard_f,right,true,pending,calibrate pelvis contours source masks and equipment depth
