sprite,surface,pelvis_x,hip_y,thigh_root,thigh,knee,calf,ankle,source_hash,evidence
class_cleric_model_down,HIDDEN_BY_ROBE,96.0,78,10.997449999999997,11.666859999999998,8.128549999999999,9.562999999999999,8.128549999999999,ca033be2,1/5 contour landmarks visible; covered anatomy inferred
npc_regional_desert_artisan_m_model_up,EXPOSED,96.0,78,13.0,14.0,12.0,12.0,7.222222222222222,c6fdee7f,3/5 contour landmarks visible; source row spans
npc_regional_desert_artisan_m_model_right,EXPOSED,93.0,78,10.913499999999999,11.5778,8.0665,9.49,6.168500000000001,5d54c9b3,0/5 contour landmarks visible; source row spans
npc_regional_desert_farmer_f_model_down,EXPOSED,96.0,78,10.913499999999999,11.5778,8.0665,9.49,6.111111111111111,9769cb6c,1/5 contour landmarks visible; source row spans
npc_regional_desert_farmer_f_model_left,EXPOSED,93.0,78,10.997449999999997,11.666859999999998,8.128549999999999,9.562999999999999,8.128549999999999,19f6c4d6,1/5 contour landmarks visible; source row spans
npc_regional_desert_farmer_f_model_up,EXPOSED,96.0,79,10.913499999999999,11.5778,8.0665,9.49,6.666666666666666,12bfcbb6,1/5 contour landmarks visible; source row spans
npc_regional_desert_farmer_f_model_right,EXPOSED,97.0,78,10.997449999999997,11.666859999999998,8.128549999999999,9.562999999999999,8.128549999999999,1cab05f8,1/5 contour landmarks visible; source row spans
npc_regional_desert_farmer_m_model_down,EXPOSED,96.0,78,10.82955,11.48874,8.00445,10.555555555555555,6.111111111111111,558df28f,2/5 contour landmarks visible; source row spans
npc_regional_desert_farmer_m_model_left,EXPOSED,96.0,78,10.913499999999999,11.5778,8.0665,9.49,8.0665,d67752e0,1/5 contour landmarks visible; source row spans
npc_regional_desert_farmer_m_model_up,EXPOSED,96.0,78,12.666666666666666,13.666666666666666,11.666666666666666,11.666666666666666,6.111111111111111,b338c23c,3/5 contour landmarks visible; source row spans
npc_regional_desert_farmer_m_model_right,EXPOSED,95.0,78,10.997449999999997,11.666859999999998,8.128549999999999,9.562999999999999,8.128549999999999,d1390150,1/5 contour landmarks visible; source row spans
npc_regional_desert_guard_f_model_down,ARMOR,96.0,78,13.859799999999998,14.703439999999999,10.2442,12.0,5.555555555555555,385ef1c5,1/5 contour landmarks visible; source row spans
npc_regional_desert_guard_f_model_left,ARMOR,93.0,79,13.753999999999998,14.591199999999999,10.165999999999999,11.959999999999999,10.165999999999999,cac13180,1/5 contour landmarks visible; source row spans
npc_regional_desert_guard_f_model_up,ARMOR,96.0,78,13.753999999999998,14.591199999999999,10.165999999999999,11.959999999999999,6.111111111111111,a7e269a3,1/5 contour landmarks visible; source row spans
npc_regional_desert_guard_f_model_right,ARMOR,98.0,79,13.753999999999998,14.591199999999999,10.165999999999999,11.959999999999999,7.774,59cb0ba0,0/5 contour landmarks visible; source row spans
npc_regional_desert_guard_m_model_down,ARMOR,96.0,78,13.859799999999998,14.703439999999999,10.2442,12.0,7.222222222222222,919b1586,1/5 contour landmarks visible; source row spans
npc_regional_desert_guard_m_model_left,ARMOR,95.0,78,13.753999999999998,14.591199999999999,10.165999999999999,11.959999999999999,10.165999999999999,375dbc77,1/5 contour landmarks visible; source row spans
npc_regional_desert_guard_m_model_up,ARMOR,96.0,79,13.753999999999998,14.591199999999999,10.165999999999999,11.959999999999999,6.111111111111111,47f1dba0,1/5 contour landmarks visible; source row spans
npc_regional_desert_guard_m_model_right,ARMOR,97.0,78,13.753999999999998,14.591199999999999,10.165999999999999,11.959999999999999,10.165999999999999,7d54717b,1/5 contour landmarks visible; source row spans
npc_regional_desert_healer_f_model_down,HIDDEN_BY_ROBE,95.0,78,10.913499999999999,11.5778,8.0665,9.49,6.666666666666666,df644fb7,1/5 contour landmarks visible; covered anatomy inferred
npc_regional_desert_healer_f_model_left,HIDDEN_BY_ROBE,96.0,79,10.913499999999999,11.5778,8.0665,9.49,6.168500000000001,a8c5a991,0/5 contour landmarks visible; covered anatomy inferred
npc_regional_desert_healer_f_model_up,HIDDEN_BY_ROBE,98.0,78,10.997449999999997,11.666859999999998,8.128549999999999,9.562999999999999,7.222222222222222,da241f45,1/5 contour landmarks visible; covered anatomy inferred
npc_regional_desert_healer_f_model_right,HIDDEN_BY_ROBE,97.0,79,10.913499999999999,11.5778,8.0665,9.49,6.168500000000001,67e3b754,0/5 contour landmarks visible; covered anatomy inferred
npc_regional_desert_healer_m_model_down,HIDDEN_BY_ROBE,94.0,78,10.997449999999997,11.666859999999998,8.128549999999999,9.562999999999999,6.666666666666666,fefb79e1,1/5 contour landmarks visible; covered anatomy inferred
npc_regional_desert_healer_m_model_left,HIDDEN_BY_ROBE,93.0,78,10.997449999999997,11.666859999999998,8.128549999999999,9.562999999999999,8.128549999999999,14b637fa,1/5 contour landmarks visible; covered anatomy inferred
npc_regional_desert_healer_m_model_up,HIDDEN_BY_ROBE,96.0,78,10.997449999999997,11.666859999999998,8.128549999999999,9.562999999999999,6.666666666666666,5424fac6,1/5 contour landmarks visible; covered anatomy inferred
npc_regional_desert_healer_m_model_right,HIDDEN_BY_ROBE,98.0,78,10.997449999999997,11.666859999999998,8.128549999999999,9.562999999999999,8.128549999999999,a3cf20e9,1/5 contour landmarks visible; covered anatomy inferred
npc_regional_desert_miner_f_model_down,EXPOSED,101.0,78,10.997449999999997,11.666859999999998,8.128549999999999,9.562999999999999,5.555555555555555,19613f44,1/5 contour landmarks visible; source row spans
npc_regional_desert_miner_f_model_left,EXPOSED,84.0,78,10.997449999999997,11.666859999999998,8.128549999999999,9.562999999999999,6.215949999999999,2d9dfe60,0/5 contour landmarks visible; source row spans
npc_regional_desert_miner_f_model_up,EXPOSED,99.0,78,10.997449999999997,11.666859999999998,8.128549999999999,9.562999999999999,6.666666666666666,43929166,1/5 contour landmarks visible; source row spans
npc_regional_desert_miner_f_model_right,EXPOSED,89.0,78,10.997449999999997,11.666859999999998,8.128549999999999,9.562999999999999,8.128549999999999,b8621ddd,1/5 contour landmarks visible; source row spans
npc_regional_desert_miner_m_model_down,EXPOSED,104.0,78,12.666666666666666,13.666666666666666,11.666666666666666,11.666666666666666,7.222222222222222,75045d75,3/5 contour landmarks visible; source row spans
npc_regional_desert_miner_m_model_left,EXPOSED,86.0,78,10.82955,11.48874,8.00445,9.417,8.00445,f83f8653,1/5 contour landmarks visible; source row spans
npc_regional_desert_miner_m_model_up,EXPOSED,86.0,78,12.666666666666666,13.666666666666666,11.666666666666666,11.666666666666666,7.222222222222222,89380603,3/5 contour landmarks visible; source row spans
npc_regional_desert_miner_m_model_right,EXPOSED,105.0,78,10.913499999999999,11.5778,8.0665,9.49,8.0665,c75fd13,1/5 contour landmarks visible; source row spans
npc_regional_desert_noble_f_model_down,HIDDEN_BY_ROBE,95.0,78,10.997449999999997,11.666859999999998,8.128549999999999,9.562999999999999,6.111111111111111,d0e4eac1,1/5 contour landmarks visible; covered anatomy inferred
npc_regional_desert_noble_f_model_left,HIDDEN_BY_ROBE,95.0,78,10.997449999999997,11.666859999999998,8.128549999999999,9.562999999999999,8.128549999999999,fda8785f,1/5 contour landmarks visible; covered anatomy inferred
npc_regional_desert_noble_f_model_up,HIDDEN_BY_ROBE,97.0,79,10.913499999999999,11.5778,8.0665,9.49,6.168500000000001,62d35328,0/5 contour landmarks visible; covered anatomy inferred
npc_regional_desert_noble_f_model_right,HIDDEN_BY_ROBE,96.0,79,10.913499999999999,11.5778,8.0665,9.49,8.0665,73937263,1/5 contour landmarks visible; covered anatomy inferred
npc_regional_desert_noble_m_model_down,HIDDEN_BY_ROBE,96.0,78,10.997449999999997,11.666859999999998,8.128549999999999,9.562999999999999,6.666666666666666,af88c3f0,1/5 contour landmarks visible; covered anatomy inferred
npc_regional_desert_noble_m_model_left,HIDDEN_BY_ROBE,92.0,79,10.913499999999999,11.5778,8.0665,9.49,6.168500000000001,1f026d9a,0/5 contour landmarks visible; covered anatomy inferred
npc_regional_desert_noble_m_model_up,HIDDEN_BY_ROBE,96.0,78,10.997449999999997,11.666859999999998,8.128549999999999,9.562999999999999,7.777777777777778,561b413e,1/5 contour landmarks visible; covered anatomy inferred
npc_regional_desert_noble_m_model_right,HIDDEN_BY_ROBE,100.0,78,10.82955,11.48874,8.00445,9.417,6.12105,ba2983c1,0/5 contour landmarks visible; covered anatomy inferred
npc_regional_desert_scholar_f_model_down,HIDDEN_BY_ROBE,96.0,79,10.913499999999999,11.5778,8.0665,9.49,6.666666666666666,ca463f89,1/5 contour landmarks visible; covered anatomy inferred
npc_regional_desert_scholar_f_model_left,HIDDEN_BY_ROBE,93.0,78,10.997449999999997,11.666859999999998,8.128549999999999,9.562999999999999,8.128549999999999,d3005431,1/5 contour landmarks visible; covered anatomy inferred
npc_regional_desert_scholar_f_model_up,HIDDEN_BY_ROBE,95.0,78,10.82955,11.48874,8.00445,9.417,6.666666666666666,3d37315d,1/5 contour landmarks visible; covered anatomy inferred
npc_regional_desert_scholar_f_model_right,HIDDEN_BY_ROBE,99.0,78,10.997449999999997,11.666859999999998,8.128549999999999,9.562999999999999,8.128549999999999,3e6a7517,1/5 contour landmarks visible; covered anatomy inferred
npc_regional_desert_scholar_m_model_down,HIDDEN_BY_ROBE,96.0,79,10.913499999999999,11.5778,8.0665,9.49,6.168500000000001,2da5128d,0/5 contour landmarks visible; covered anatomy inferred
npc_regional_desert_scholar_m_model_left,HIDDEN_BY_ROBE,95.0,79,10.913499999999999,11.5778,8.0665,9.49,8.0665,13c49d3b,1/5 contour landmarks visible; covered anatomy inferred
npc_regional_desert_scholar_m_model_up,HIDDEN_BY_ROBE,96.0,78,10.913499999999999,11.5778,8.0665,9.49,6.168500000000001,b9596ad6,0/5 contour landmarks visible; covered anatomy inferred
npc_regional_desert_scholar_m_model_right,HIDDEN_BY_ROBE,99.0,79,10.913499999999999,11.5778,8.0665,9.49,6.168500000000001,3b09c5a1,0/5 contour landmarks visible; covered anatomy inferred
npc_regional_desert_trader_f_model_down,EXPOSED,95.0,78,10.82955,11.48874,8.00445,9.417,6.111111111111111,197b0c81,1/5 contour landmarks visible; source row spans
npc_regional_desert_trader_f_model_left,EXPOSED,94.0,78,10.997449999999997,11.666859999999998,8.128549999999999,9.562999999999999,8.128549999999999,89dcc992,1/5 contour landmarks visible; source row spans
npc_regional_desert_trader_f_model_up,EXPOSED,95.0,78,10.997449999999997,11.666859999999998,8.128549999999999,9.562999999999999,6.111111111111111,19f8e468,1/5 contour landmarks visible; source row spans
npc_regional_desert_trader_f_model_right,EXPOSED,98.0,78,10.997449999999997,11.666859999999998,8.128549999999999,9.562999999999999,6.215949999999999,68bfe4b6,0/5 contour landmarks visible; source row spans
npc_regional_desert_trader_m_model_down,EXPOSED,96.0,78,10.997449999999997,11.666859999999998,8.128549999999999,9.562999999999999,8.128549999999999,b753b040,1/5 contour landmarks visible; source row spans
npc_regional_desert_trader_m_model_left,EXPOSED,95.0,78,10.997449999999997,11.666859999999998,8.128549999999999,9.562999999999999,8.128549999999999,924dff65,1/5 contour landmarks visible; source row spans
npc_regional_desert_trader_m_model_up,EXPOSED,97.0,79,10.913499999999999,11.5778,8.0665,9.49,7.777777777777778,aa66570d,1/5 contour landmarks visible; source row spans
npc_regional_desert_trader_m_model_right,EXPOSED,95.0,78,10.997449999999997,11.666859999999998,8.128549999999999,9.562999999999999,6.215949999999999,aae3296f,0/5 contour landmarks visible; source row spans
npc_regional_highland_artisan_f_model_down,EXPOSED,95.0,79,10.913499999999999,11.5778,8.0665,11.11111111111111,7.222222222222222,dc7ffb94,2/5 contour landmarks visible; source row spans
npc_regional_highland_artisan_f_model_left,EXPOSED,96.0,78,10.913499999999999,11.5778,8.0665,9.49,8.0665,e718ac21,1/5 contour landmarks visible; source row spans
npc_regional_highland_artisan_f_model_up,EXPOSED,96.0,78,10.997449999999997,11.666859999999998,8.128549999999999,11.666666666666666,6.666666666666666,ddffdc86,2/5 contour landmarks visible; source row spans
npc_regional_highland_artisan_f_model_right,EXPOSED,94.0,78,10.913499999999999,11.5778,8.0665,9.49,8.0665,9e9205e7,1/5 contour landmarks visible; source row spans
npc_regional_highland_artisan_m_model_down,EXPOSED,97.0,78,11.0,12.0,10.0,10.0,5.0,f215369d,3/5 contour landmarks visible; source row spans
npc_regional_highland_artisan_m_model_left,EXPOSED,95.0,78,10.997449999999997,11.666859999999998,8.128549999999999,9.562999999999999,7.0,dca4196d,1/5 contour landmarks visible; source row spans
npc_regional_highland_artisan_m_model_up,EXPOSED,95.0,78,12.11111111111111,13.11111111111111,11.11111111111111,11.11111111111111,5.0,d89450b,3/5 contour landmarks visible; source row spans
npc_regional_highland_artisan_m_model_right,EXPOSED,97.0,78,10.997449999999997,11.666859999999998,8.128549999999999,9.562999999999999,8.0,6ac73bd2,1/5 contour landmarks visible; source row spans
npc_regional_highland_farmer_f_model_down,EXPOSED,96.0,78,10.997449999999997,11.666859999999998,8.128549999999999,9.562999999999999,6.215949999999999,a52b6962,0/5 contour landmarks visible; source row spans
npc_regional_highland_farmer_f_model_left,EXPOSED,92.0,78,10.82955,11.48874,8.00445,9.417,6.12105,4dfa16c8,0/5 contour landmarks visible; source row spans
npc_regional_highland_farmer_f_model_up,EXPOSED,96.0,78,10.997449999999997,11.666859999999998,8.128549999999999,9.562999999999999,6.215949999999999,61f9342b,0/5 contour landmarks visible; source row spans
npc_regional_highland_farmer_f_model_right,EXPOSED,100.0,78,10.913499999999999,11.5778,8.0665,9.49,6.168500000000001,23e67027,0/5 contour landmarks visible; source row spans
npc_regional_highland_farmer_m_model_down,EXPOSED,95.0,78,10.997449999999997,11.666859999999998,8.128549999999999,12.0,8.128549999999999,3f4fa0a8,2/5 contour landmarks visible; source row spans
npc_regional_highland_farmer_m_model_left,EXPOSED,94.0,78,10.997449999999997,11.666859999999998,8.128549999999999,9.562999999999999,8.128549999999999,62c2ac71,1/5 contour landmarks visible; source row spans
npc_regional_highland_farmer_m_model_up,EXPOSED,96.0,78,13.0,14.0,12.0,12.0,8.88888888888889,5ae0aa59,3/5 contour landmarks visible; source row spans
npc_regional_highland_farmer_m_model_right,EXPOSED,98.0,78,10.997449999999997,11.666859999999998,8.128549999999999,9.562999999999999,8.128549999999999,acc09e80,1/5 contour landmarks visible; source row spans
npc_regional_highland_guard_f_model_down,ARMOR,99.0,78,13.6482,14.47896,10.0878,12.0,6.666666666666666,6c3c1fdf,2/5 contour landmarks visible; source row spans
npc_regional_highland_guard_f_model_left,ARMOR,93.0,78,13.859799999999998,14.703439999999999,10.2442,12.0,10.2442,52312d60,1/5 contour landmarks visible; source row spans
npc_regional_highland_guard_f_model_up,ARMOR,91.0,78,13.753999999999998,14.591199999999999,10.165999999999999,11.959999999999999,7.222222222222222,84d08a30,1/5 contour landmarks visible; source row spans
npc_regional_highland_guard_f_model_right,ARMOR,100.0,78,13.859799999999998,14.703439999999999,10.2442,12.0,10.2442,1ad83710,1/5 contour landmarks visible; source row spans
npc_regional_highland_guard_m_model_down,ARMOR,96.0,78,13.859799999999998,14.703439999999999,10.2442,12.0,7.777777777777778,c53bd3e9,1/5 contour landmarks visible; source row spans
npc_regional_highland_guard_m_model_left,ARMOR,96.0,78,13.859799999999998,14.703439999999999,10.2442,12.0,7.8338,84c176f7,0/5 contour landmarks visible; source row spans
npc_regional_highland_guard_m_model_up,ARMOR,96.0,78,13.859799999999998,14.703439999999999,10.2442,12.0,7.777777777777778,ed5407bc,1/5 contour landmarks visible; source row spans
npc_regional_highland_guard_m_model_right,ARMOR,97.0,78,13.859799999999998,14.703439999999999,10.2442,12.0,7.8338,cf9c2aa0,0/5 contour landmarks visible; source row spans
npc_regional_highland_healer_f_model_down,HIDDEN_BY_ROBE,96.0,78,10.997449999999997,11.666859999999998,8.128549999999999,9.562999999999999,6.215949999999999,1f636287,0/5 contour landmarks visible; covered anatomy inferred
npc_regional_highland_healer_f_model_left,HIDDEN_BY_ROBE,96.0,78,10.997449999999997,11.666859999999998,8.128549999999999,9.562999999999999,6.215949999999999,bfdd64ff,0/5 contour landmarks visible; covered anatomy inferred
npc_regional_highland_healer_f_model_up,HIDDEN_BY_ROBE,96.0,78,10.997449999999997,11.666859999999998,8.128549999999999,9.562999999999999,7.777777777777778,f035a64f,1/5 contour landmarks visible; covered anatomy inferred
npc_regional_highland_healer_f_model_right,HIDDEN_BY_ROBE,95.0,79,10.913499999999999,11.5778,8.0665,9.49,6.168500000000001,584d7f21,0/5 contour landmarks visible; covered anatomy inferred
npc_regional_highland_healer_m_model_down,HIDDEN_BY_ROBE,96.0,78,10.913499999999999,11.5778,8.0665,9.49,8.0665,23903dc1,1/5 contour landmarks visible; covered anatomy inferred
npc_regional_highland_healer_m_model_left,HIDDEN_BY_ROBE,95.0,78,10.913499999999999,11.5778,8.0665,9.49,6.168500000000001,75cd4fe1,0/5 contour landmarks visible; covered anatomy inferred
npc_regional_highland_healer_m_model_up,HIDDEN_BY_ROBE,96.0,78,10.913499999999999,11.5778,8.0665,9.49,8.0665,a10302ab,1/5 contour landmarks visible; covered anatomy inferred
npc_regional_highland_healer_m_model_right,HIDDEN_BY_ROBE,97.0,78,10.913499999999999,11.5778,8.0665,9.49,6.168500000000001,a17eacf6,0/5 contour landmarks visible; covered anatomy inferred
npc_regional_highland_miner_f_model_down,EXPOSED,100.0,78,10.913499999999999,11.5778,8.0665,10.555555555555555,6.666666666666666,e7cc40d3,2/5 contour landmarks visible; source row spans
npc_regional_highland_miner_f_model_left,EXPOSED,87.0,78,10.913499999999999,11.5778,8.0665,9.49,8.0665,a6204003,1/5 contour landmarks visible; source row spans
npc_regional_highland_miner_f_model_up,EXPOSED,91.0,78,10.913499999999999,11.5778,8.0665,11.11111111111111,6.666666666666666,c120548f,2/5 contour landmarks visible; source row spans
npc_regional_highland_miner_f_model_right,EXPOSED,104.0,78,10.82955,11.48874,8.00445,9.417,6.12105,c8c034b,0/5 contour landmarks visible; source row spans
npc_regional_highland_miner_m_model_down,EXPOSED,103.0,78,13.0,14.0,12.0,12.0,8.88888888888889,c15197b,3/5 contour landmarks visible; source row spans
npc_regional_highland_miner_m_model_left,EXPOSED,86.0,78,10.997449999999997,11.666859999999998,8.128549999999999,9.562999999999999,6.215949999999999,ec69ac5f,0/5 contour landmarks visible; source row spans
npc_regional_highland_miner_m_model_up,EXPOSED,89.0,78,13.0,14.0,12.0,12.0,8.88888888888889,9e467b6c,3/5 contour landmarks visible; source row spans
npc_regional_highland_miner_m_model_right,EXPOSED,105.0,78,10.997449999999997,11.666859999999998,8.128549999999999,9.562999999999999,6.215949999999999,718092ab,0/5 contour landmarks visible; source row spans
npc_regional_highland_noble_f_model_down,HIDDEN_BY_ROBE,96.0,78,10.997449999999997,11.666859999999998,8.128549999999999,9.562999999999999,6.215949999999999,cc47d739,0/5 contour landmarks visible; covered anatomy inferred
npc_regional_highland_noble_f_model_left,HIDDEN_BY_ROBE,90.0,78,10.997449999999997,11.666859999999998,8.128549999999999,9.562999999999999,6.215949999999999,841e1236,0/5 contour landmarks visible; covered anatomy inferred
npc_regional_highland_noble_f_model_up,HIDDEN_BY_ROBE,96.0,78,10.997449999999997,11.666859999999998,8.128549999999999,9.562999999999999,6.215949999999999,eeec05e3,0/5 contour landmarks visible; covered anatomy inferred
npc_regional_highland_noble_f_model_right,HIDDEN_BY_ROBE,102.0,78,10.997449999999997,11.666859999999998,8.128549999999999,9.562999999999999,6.215949999999999,e7fdab39,0/5 contour landmarks visible; covered anatomy inferred
npc_regional_highland_noble_m_model_down,HIDDEN_BY_ROBE,96.0,78,10.997449999999997,11.666859999999998,8.128549999999999,9.562999999999999,6.666666666666666,295210fd,1/5 contour landmarks visible; covered anatomy inferred
npc_regional_highland_noble_m_model_left,HIDDEN_BY_ROBE,94.0,78,10.997449999999997,11.666859999999998,8.128549999999999,9.562999999999999,6.215949999999999,4f0e9de4,0/5 contour landmarks visible; covered anatomy inferred
npc_regional_highland_noble_m_model_up,HIDDEN_BY_ROBE,94.0,79,10.913499999999999,11.5778,8.0665,9.49,7.222222222222222,b8aaece4,1/5 contour landmarks visible; covered anatomy inferred
npc_regional_highland_noble_m_model_right,HIDDEN_BY_ROBE,98.0,78,10.997449999999997,11.666859999999998,8.128549999999999,9.562999999999999,6.215949999999999,fada14fe,0/5 contour landmarks visible; covered anatomy inferred
npc_regional_highland_scholar_f_model_down,HIDDEN_BY_ROBE,93.0,78,10.997449999999997,11.666859999999998,8.128549999999999,9.562999999999999,7.777777777777778,2c5ba338,1/5 contour landmarks visible; covered anatomy inferred
npc_regional_highland_scholar_f_model_left,HIDDEN_BY_ROBE,98.0,78,10.997449999999997,11.666859999999998,8.128549999999999,9.562999999999999,7.0,61e12677,1/5 contour landmarks visible; covered anatomy inferred
npc_regional_highland_scholar_f_model_up,HIDDEN_BY_ROBE,98.0,78,10.997449999999997,11.666859999999998,8.128549999999999,9.562999999999999,8.128549999999999,41b1945f,1/5 contour landmarks visible; covered anatomy inferred
npc_regional_highland_scholar_f_model_right,HIDDEN_BY_ROBE,93.0,78,10.997449999999997,11.666859999999998,8.128549999999999,9.562999999999999,8.0,a38006fd,1/5 contour landmarks visible; covered anatomy inferred
npc_regional_highland_scholar_m_model_down,HIDDEN_BY_ROBE,96.0,78,10.913499999999999,11.5778,8.0665,9.49,7.222222222222222,5d188a51,1/5 contour landmarks visible; covered anatomy inferred
npc_regional_highland_scholar_m_model_left,HIDDEN_BY_ROBE,93.0,78,10.82955,11.48874,8.00445,9.417,6.12105,da23d67b,0/5 contour landmarks visible; covered anatomy inferred
npc_regional_highland_scholar_m_model_up,HIDDEN_BY_ROBE,96.0,78,10.913499999999999,11.5778,8.0665,9.49,6.666666666666666,ac4fdf90,1/5 contour landmarks visible; covered anatomy inferred
npc_regional_highland_scholar_m_model_right,HIDDEN_BY_ROBE,99.0,78,10.997449999999997,11.666859999999998,8.128549999999999,9.562999999999999,6.215949999999999,b2f13b67,0/5 contour landmarks visible; covered anatomy inferred
npc_regional_highland_trader_f_model_down,EXPOSED,96.0,79,10.913499999999999,11.5778,8.0665,9.49,7.222222222222222,162fe30c,1/5 contour landmarks visible; source row spans
npc_regional_highland_trader_f_model_left,EXPOSED,94.0,78,10.997449999999997,11.666859999999998,8.128549999999999,9.562999999999999,8.128549999999999,ff35332c,1/5 contour landmarks visible; source row spans
npc_regional_highland_trader_f_model_up,EXPOSED,95.0,78,10.997449999999997,11.666859999999998,8.128549999999999,9.562999999999999,8.128549999999999,35dcab53,1/5 contour landmarks visible; source row spans
npc_regional_highland_trader_f_model_right,EXPOSED,97.0,78,10.997449999999997,11.666859999999998,8.128549999999999,9.562999999999999,8.128549999999999,92910188,1/5 contour landmarks visible; source row spans
npc_regional_highland_trader_m_model_down,EXPOSED,96.0,79,10.913499999999999,11.5778,8.0665,12.0,7.777777777777778,67271db1,2/5 contour landmarks visible; source row spans
npc_regional_highland_trader_m_model_left,EXPOSED,96.0,78,10.82955,11.48874,8.00445,9.417,8.00445,550dd290,1/5 contour landmarks visible; source row spans
npc_regional_highland_trader_m_model_up,EXPOSED,96.0,79,10.913499999999999,11.5778,8.0665,9.49,7.777777777777778,c0c77499,1/5 contour landmarks visible; source row spans
npc_regional_highland_trader_m_model_right,EXPOSED,96.0,78,10.913499999999999,11.5778,8.0665,9.49,8.0665,e8630c5a,1/5 contour landmarks visible; source row spans
npc_regional_marsh_artisan_f_model_down,EXPOSED,96.0,79,10.913499999999999,11.5778,8.0665,10.0,6.111111111111111,95700dbf,2/5 contour landmarks visible; source row spans
npc_regional_marsh_artisan_f_model_left,EXPOSED,98.0,78,10.82955,11.48874,8.00445,12.0,8.00445,f3501a08,2/5 contour landmarks visible; source row spans
npc_regional_marsh_artisan_f_model_up,EXPOSED,95.0,78,10.997449999999997,11.666859999999998,8.128549999999999,10.555555555555555,6.111111111111111,f42d0dbe,2/5 contour landmarks visible; source row spans
npc_regional_marsh_artisan_f_model_right,EXPOSED,92.0,78,10.82955,11.48874,8.00445,12.0,8.00445,65dd5207,2/5 contour landmarks visible; source row spans
npc_regional_marsh_artisan_m_model_down,EXPOSED,95.0,79,10.913499999999999,11.5778,8.0665,11.666666666666666,7.222222222222222,b200c9d9,2/5 contour landmarks visible; source row spans
npc_regional_marsh_artisan_m_model_left,EXPOSED,100.0,78,10.997449999999997,11.666859999999998,8.128549999999999,9.562999999999999,6.215949999999999,ea7ed338,0/5 contour landmarks visible; source row spans
npc_regional_marsh_artisan_m_model_up,EXPOSED,95.0,79,10.913499999999999,11.5778,8.0665,12.0,7.777777777777778,2b017b14,2/5 contour landmarks visible; source row spans
npc_regional_marsh_artisan_m_model_right,EXPOSED,91.0,78,10.82955,11.48874,8.00445,9.417,8.00445,43aeef04,1/5 contour landmarks visible; source row spans
npc_regional_marsh_farmer_f_model_down,EXPOSED,96.0,78,10.913499999999999,11.5778,8.0665,9.49,6.111111111111111,ee0f6e74,1/5 contour landmarks visible; source row spans
npc_regional_marsh_farmer_f_model_left,EXPOSED,92.0,78,10.997449999999997,11.666859999999998,8.128549999999999,9.562999999999999,8.128549999999999,c96f087d,1/5 contour landmarks visible; source row spans
npc_regional_marsh_farmer_f_model_up,EXPOSED,96.0,78,10.913499999999999,11.5778,8.0665,9.49,6.666666666666666,fed03e70,1/5 contour landmarks visible; source row spans
npc_regional_marsh_farmer_f_model_right,EXPOSED,99.0,78,10.997449999999997,11.666859999999998,8.128549999999999,9.562999999999999,8.128549999999999,609612d5,1/5 contour landmarks visible; source row spans
npc_regional_marsh_farmer_m_model_down,EXPOSED,96.0,78,12.666666666666666,13.666666666666666,11.666666666666666,11.666666666666666,6.666666666666666,e5f322ee,3/5 contour landmarks visible; source row spans
npc_regional_marsh_farmer_m_model_left,EXPOSED,100.0,78,10.997449999999997,11.666859999999998,8.128549999999999,9.562999999999999,8.128549999999999,6c873ea2,1/5 contour landmarks visible; source row spans
npc_regional_marsh_farmer_m_model_up,EXPOSED,96.0,78,13.0,14.0,12.0,12.0,7.222222222222222,923e5710,3/5 contour landmarks visible; source row spans
npc_regional_marsh_farmer_m_model_right,EXPOSED,91.0,79,10.913499999999999,11.5778,8.0665,9.49,8.0665,1c442f8b,1/5 contour landmarks visible; source row spans
npc_regional_marsh_guard_f_model_down,ARMOR,97.0,78,13.859799999999998,14.703439999999999,10.2442,10.2442,6.111111111111111,5be700ff,2/5 contour landmarks visible; source row spans
npc_regional_marsh_guard_f_model_left,ARMOR,95.0,79,13.753999999999998,14.591199999999999,10.165999999999999,11.959999999999999,10.165999999999999,bdc724be,1/5 contour landmarks visible; source row spans
npc_regional_marsh_guard_f_model_up,ARMOR,95.0,78,13.859799999999998,14.703439999999999,10.2442,10.2442,6.111111111111111,80191fa2,2/5 contour landmarks visible; source row spans
npc_regional_marsh_guard_f_model_right,ARMOR,99.0,79,13.753999999999998,14.591199999999999,10.165999999999999,11.959999999999999,10.165999999999999,ffdb9174,1/5 contour landmarks visible; source row spans
npc_regional_marsh_guard_m_model_down,ARMOR,97.0,78,13.859799999999998,14.703439999999999,10.2442,11.666666666666666,6.111111111111111,3121f9c6,2/5 contour landmarks visible; source row spans
npc_regional_marsh_guard_m_model_left,ARMOR,94.0,78,13.753999999999998,14.591199999999999,10.165999999999999,11.959999999999999,7.774,b8126d6b,0/5 contour landmarks visible; source row spans
npc_regional_marsh_guard_m_model_up,ARMOR,94.0,78,13.859799999999998,14.703439999999999,10.2442,12.0,6.666666666666666,864db69b,1/5 contour landmarks visible; source row spans
npc_regional_marsh_guard_m_model_right,ARMOR,98.0,78,13.753999999999998,14.591199999999999,10.165999999999999,11.959999999999999,7.774,c4e51589,0/5 contour landmarks visible; source row spans
npc_regional_marsh_healer_f_model_down,HIDDEN_BY_ROBE,96.0,79,10.913499999999999,11.5778,8.0665,9.49,7.777777777777778,28e5772f,1/5 contour landmarks visible; covered anatomy inferred
