group,sha256,bytes_per_file,copies_in_group,extra_bytes_in_group,path,path_classification,disposition
DUP-0001,8ce137a18af2d98a7f35c213520d9dcd3c31af0f8dc74b1a6234ecc9a70407fd,1369410,4,4108230,Java/assets/city/buildings/city/city_building_house_wide.png,runtime-folder-candidate,review-required; not-authorized-for-deletion
DUP-0202,4d513c278f4a931fb668923fdc4f2489091dce5d110eeefcdab4de530862b45b,104000,2,104000,asset-review/2026-09-22-npcs/before/Java/assets/npcs/animations/npc_kael_model_left_walk_anim.png,review-or-quarantine,review-required; not-authorized-for-deletion
DUP-0203,db41697209a78756af1319cda86972a9659df1a3e8d03ac385ecf83e31cdef1b,103535,2,103535,Java/assets/companions/aria/animations/npc_aria_model_down_right_walk_anim.png,runtime-folder-candidate,review-required; not-authorized-for-deletion
DUP-0203,db41697209a78756af1319cda86972a9659df1a3e8d03ac385ecf83e31cdef1b,103535,2,103535,Java/assets/companions/aria/animations/npc_aria_model_right_walk_anim.png,runtime-folder-candidate,review-required; not-authorized-for-deletion
DUP-0204,c34196f1dca08cee837d8a81100492a53e9ad8906677db60652025176874d6ae,103300,2,103300,Java/assets/npcs/animations/npc_torin_model_right_walk_anim.png,runtime-folder-candidate,review-required; not-authorized-for-deletion
DUP-0204,c34196f1dca08cee837d8a81100492a53e9ad8906677db60652025176874d6ae,103300,2,103300,asset-review/2026-09-22-npcs/before/Java/assets/npcs/animations/npc_torin_model_left_walk_anim.png,review-or-quarantine,review-required; not-authorized-for-deletion
DUP-0205,b30fc558cd6ee3995a01bb46cf458762384dddb77707113adc58459e0fc818b1,103040,2,103040,Java/assets/npcs/animations/npc_sable_model_right_walk_anim.png,runtime-folder-candidate,review-required; not-authorized-for-deletion
DUP-0205,b30fc558cd6ee3995a01bb46cf458762384dddb77707113adc58459e0fc818b1,103040,2,103040,asset-review/2026-09-22-npcs/before/Java/assets/npcs/animations/npc_sable_model_right_walk_anim.png,review-or-quarantine,review-required; not-authorized-for-deletion
DUP-0206,2bf1076df705fd2cf3982639aa4c84eabde76675f60ce36e1a0a3f9672691b62,102351,2,102351,Java/assets/npcs/animations/npc_nyx_model_right_walk_anim.png,runtime-folder-candidate,review-required; not-authorized-for-deletion
DUP-0206,2bf1076df705fd2cf3982639aa4c84eabde76675f60ce36e1a0a3f9672691b62,102351,2,102351,asset-review/2026-09-22-npcs/before/Java/assets/npcs/animations/npc_nyx_model_right_walk_anim.png,review-or-quarantine,review-required; not-authorized-for-deletion
DUP-0207,8456b3ce58e6fd6992fce5f1a0235d76bf6246556b850ca9a04e97bbe5bc6bbe,102115,2,102115,Java/assets/npcs/animations/npc_innkeeper_model_left_walk_anim.png,runtime-folder-candidate,review-required; not-authorized-for-deletion
DUP-0207,8456b3ce58e6fd6992fce5f1a0235d76bf6246556b850ca9a04e97bbe5bc6bbe,102115,2,102115,asset-review/2026-09-22-npcs/before/Java/assets/npcs/animations/npc_innkeeper_model_left_walk_anim.png,review-or-quarantine,review-required; not-authorized-for-deletion
DUP-0208,cc8118d9426d4b5e0b73512009d63550c113e262a3a67718603537d1a6c60859,101709,2,101709,Java/assets/npcs/animations/npc_sable_model_up_walk_anim.png,runtime-folder-candidate,review-required; not-authorized-for-deletion
DUP-0208,cc8118d9426d4b5e0b73512009d63550c113e262a3a67718603537d1a6c60859,101709,2,101709,asset-review/2026-09-22-npcs/before/Java/assets/npcs/animations/npc_sable_model_up_walk_anim.png,review-or-quarantine,review-required; not-authorized-for-deletion
DUP-0209,45585f532b123a6516742056650f4a5501380f8545b743dc79f4b21c3a4c07d6,101251,2,101251,Java/assets/companions/samir/animations/npc_samir_model_down_right_walk_anim.png,runtime-folder-candidate,review-required; not-authorized-for-deletion
DUP-0209,45585f532b123a6516742056650f4a5501380f8545b743dc79f4b21c3a4c07d6,101251,2,101251,Java/assets/companions/samir/animations/npc_samir_model_right_walk_anim.png,runtime-folder-candidate,review-required; not-authorized-for-deletion
DUP-0210,37bc3ae538fc9c5cc277c23e644e3ff4d6cb19a0b8f3d72224e30855b4df7d14,100870,2,100870,Java/assets/companions/rafiq/animations/npc_rafiq_model_down_left_walk_anim.png,runtime-folder-candidate,review-required; not-authorized-for-deletion
DUP-0210,37bc3ae538fc9c5cc277c23e644e3ff4d6cb19a0b8f3d72224e30855b4df7d14,100870,2,100870,Java/assets/companions/rafiq/animations/npc_rafiq_model_left_walk_anim.png,runtime-folder-candidate,review-required; not-authorized-for-deletion
DUP-0211,57ab4ec13186771f34e2ed7e295e35c935b1d148c717023bacb19016c36a0a7e,100868,2,100868,Java/assets/companions/samir/animations/npc_samir_model_down_left_walk_anim.png,runtime-folder-candidate,review-required; not-authorized-for-deletion
DUP-0211,57ab4ec13186771f34e2ed7e295e35c935b1d148c717023bacb19016c36a0a7e,100868,2,100868,Java/assets/companions/samir/animations/npc_samir_model_left_walk_anim.png,runtime-folder-candidate,review-required; not-authorized-for-deletion
DUP-0212,0934d072f27026a6ff4ac7f0d8e0cb8b7a1ce00e0045497ea26605f9130789f0,100786,2,100786,Java/assets/companions/aria/animations/npc_aria_model_down_left_walk_anim.png,runtime-folder-candidate,review-required; not-authorized-for-deletion
DUP-0212,0934d072f27026a6ff4ac7f0d8e0cb8b7a1ce00e0045497ea26605f9130789f0,100786,2,100786,Java/assets/companions/aria/animations/npc_aria_model_left_walk_anim.png,runtime-folder-candidate,review-required; not-authorized-for-deletion
DUP-0213,93131813861f04abc177cb4a2f5fdc585bdc2fe047c47ccaf2da4cdbc5727fbd,100738,2,100738,Java/assets/npcs/animations/npc_nyx_model_left_walk_anim.png,runtime-folder-candidate,review-required; not-authorized-for-deletion
DUP-0213,93131813861f04abc177cb4a2f5fdc585bdc2fe047c47ccaf2da4cdbc5727fbd,100738,2,100738,asset-review/2026-09-22-npcs/before/Java/assets/npcs/animations/npc_nyx_model_left_walk_anim.png,review-or-quarantine,review-required; not-authorized-for-deletion
DUP-0214,bf5993d86ebc4494f179c3246c20c7eda53e6a2efa8d259ed6523f7b9f11e6cb,100008,2,100008,Java/assets/companions/samir/npc_samir_battle_sprite.png,runtime-folder-candidate,review-required; not-authorized-for-deletion
DUP-0214,bf5993d86ebc4494f179c3246c20c7eda53e6a2efa8d259ed6523f7b9f11e6cb,100008,2,100008,asset-review/files/Java/assets/companions/npc_samir_battle_sprite.png,review-or-quarantine,review-required; not-authorized-for-deletion
DUP-0215,1ed5dcb85d7088a89d6f99ae404b94e60b3ee2b6f2121fa9e861f427b9e2ff37,99885,2,99885,Java/assets/npcs/animations/npc_sable_model_left_walk_anim.png,runtime-folder-candidate,review-required; not-authorized-for-deletion
DUP-0215,1ed5dcb85d7088a89d6f99ae404b94e60b3ee2b6f2121fa9e861f427b9e2ff37,99885,2,99885,asset-review/2026-09-22-npcs/before/Java/assets/npcs/animations/npc_sable_model_left_walk_anim.png,review-or-quarantine,review-required; not-authorized-for-deletion
DUP-0216,a1100831dc87c271332914550941806e34df4cfdbc08928d507878ed7ba976ba,99836,2,99836,Java/assets/companions/maera/animations/npc_maera_model_down_right_walk_anim.png,runtime-folder-candidate,review-required; not-authorized-for-deletion
DUP-0216,a1100831dc87c271332914550941806e34df4cfdbc08928d507878ed7ba976ba,99836,2,99836,Java/assets/companions/maera/animations/npc_maera_model_right_walk_anim.png,runtime-folder-candidate,review-required; not-authorized-for-deletion
DUP-0217,441085954428bc5aac31cf8a0c279d60276bd27e5e88d6bd4fdea167df268111,49176,3,98352,Java/assets/source/imagegen_action_strips/mage_left_face_zoom.png,source-or-development-candidate,review-required; not-authorized-for-deletion
DUP-0217,441085954428bc5aac31cf8a0c279d60276bd27e5e88d6bd4fdea167df268111,49176,3,98352,Java/assets/source/imagegen_action_strips/mage_left_face_zoom_after.png,source-or-development-candidate,review-required; not-authorized-for-deletion
DUP-0217,441085954428bc5aac31cf8a0c279d60276bd27e5e88d6bd4fdea167df268111,49176,3,98352,Java/assets/source/imagegen_action_strips/mage_left_face_zoom_after2.png,source-or-development-candidate,review-required; not-authorized-for-deletion
DUP-0218,302ede5079fc87c0afbd492b8ffbf616162b4ba905a7729bf7be4ba0056bc031,98037,2,98037,Java/assets/companions/rafiq/animations/npc_rafiq_model_down_right_walk_anim.png,runtime-folder-candidate,review-required; not-authorized-for-deletion
DUP-0218,302ede5079fc87c0afbd492b8ffbf616162b4ba905a7729bf7be4ba0056bc031,98037,2,98037,Java/assets/companions/rafiq/animations/npc_rafiq_model_right_walk_anim.png,runtime-folder-candidate,review-required; not-authorized-for-deletion
DUP-0219,0a2a8f2ee19a12b97621d3ab3c1c447dad483f89049a97e9c23e52ec75bd5d7a,97678,2,97678,Java/assets/companions/seraphine/animations/npc_seraphine_model_down_left_walk_anim.png,runtime-folder-candidate,review-required; not-authorized-for-deletion
DUP-0219,0a2a8f2ee19a12b97621d3ab3c1c447dad483f89049a97e9c23e52ec75bd5d7a,97678,2,97678,Java/assets/companions/seraphine/animations/npc_seraphine_model_left_walk_anim.png,runtime-folder-candidate,review-required; not-authorized-for-deletion
DUP-0220,558470a04587c47ae06abed043cf67d38aa8fd0a8a4bf656547ddc4ae60c4f09,97648,2,97648,Java/assets/companions/seraphine/animations/npc_seraphine_model_down_right_walk_anim.png,runtime-folder-candidate,review-required; not-authorized-for-deletion
DUP-0220,558470a04587c47ae06abed043cf67d38aa8fd0a8a4bf656547ddc4ae60c4f09,97648,2,97648,Java/assets/companions/seraphine/animations/npc_seraphine_model_right_walk_anim.png,runtime-folder-candidate,review-required; not-authorized-for-deletion
DUP-0221,a2805788979a61d43567167d5b1a43244517cfae34b08a4f66c0a5fdbd19adcb,97140,2,97140,Java/assets/companions/cassia/npc_cassia_battle_sprite.png,runtime-folder-candidate,review-required; not-authorized-for-deletion
DUP-0221,a2805788979a61d43567167d5b1a43244517cfae34b08a4f66c0a5fdbd19adcb,97140,2,97140,asset-review/files/Java/assets/companions/npc_cassia_battle_sprite.png,review-or-quarantine,review-required; not-authorized-for-deletion
DUP-0222,93afb0a3370dd2fb1513c4592ce2352e62483cc9b4cfdeb19c4d8f32bf4d2456,96077,2,96077,Java/assets/companions/aria/npc_aria_battle_sprite.png,runtime-folder-candidate,review-required; not-authorized-for-deletion
DUP-0222,93afb0a3370dd2fb1513c4592ce2352e62483cc9b4cfdeb19c4d8f32bf4d2456,96077,2,96077,asset-review/files/Java/assets/companions/npc_aria_battle_sprite.png,review-or-quarantine,review-required; not-authorized-for-deletion
DUP-0223,e3203f4ffd9be8e4e6710a80857df2440c871da954a0f70ce6511d0dabf8f579,94621,2,94621,Java/assets/companions/cassia/animations/npc_cassia_model_down_right_walk_anim.png,runtime-folder-candidate,review-required; not-authorized-for-deletion
DUP-0223,e3203f4ffd9be8e4e6710a80857df2440c871da954a0f70ce6511d0dabf8f579,94621,2,94621,Java/assets/companions/cassia/animations/npc_cassia_model_right_walk_anim.png,runtime-folder-candidate,review-required; not-authorized-for-deletion
DUP-0224,173ceb268d6a8e88800070507bc92815af162596c0cbe5b5a9c1a158159e4951,94353,2,94353,Java/assets/companions/maera/animations/npc_maera_model_down_left_walk_anim.png,runtime-folder-candidate,review-required; not-authorized-for-deletion
DUP-0224,173ceb268d6a8e88800070507bc92815af162596c0cbe5b5a9c1a158159e4951,94353,2,94353,Java/assets/companions/maera/animations/npc_maera_model_left_walk_anim.png,runtime-folder-candidate,review-required; not-authorized-for-deletion
DUP-0225,0cc8a91d99104fcc17b7706b58ac582058587fc93b80d5a4ac5337c006dfb0c9,93627,2,93627,Java/assets/companions/lyra/animations/npc_lyra_model_down_right_walk_anim.png,runtime-folder-candidate,review-required; not-authorized-for-deletion
DUP-0225,0cc8a91d99104fcc17b7706b58ac582058587fc93b80d5a4ac5337c006dfb0c9,93627,2,93627,Java/assets/companions/lyra/animations/npc_lyra_model_right_walk_anim.png,runtime-folder-candidate,review-required; not-authorized-for-deletion
DUP-0226,d4755489f7fdb45246772657cb0959c4260de9d0ec943c534e67bc4cf6cd3ce8,93382,2,93382,Java/assets/companions/cassia/animations/npc_cassia_model_down_left_walk_anim.png,runtime-folder-candidate,review-required; not-authorized-for-deletion
DUP-0226,d4755489f7fdb45246772657cb0959c4260de9d0ec943c534e67bc4cf6cd3ce8,93382,2,93382,Java/assets/companions/cassia/animations/npc_cassia_model_left_walk_anim.png,runtime-folder-candidate,review-required; not-authorized-for-deletion
DUP-0227,f9781a8eed8a68e250554ec64c817c72d3603cef5b80eea481b1f820db538792,93334,2,93334,Java/assets/npcs/animations/npc_quartermaster_model_down_walk_anim.png,runtime-folder-candidate,review-required; not-authorized-for-deletion
DUP-0227,f9781a8eed8a68e250554ec64c817c72d3603cef5b80eea481b1f820db538792,93334,2,93334,asset-review/2026-09-22-npcs/before/Java/assets/npcs/animations/npc_quartermaster_model_down_walk_anim.png,review-or-quarantine,review-required; not-authorized-for-deletion
DUP-0228,6be23a55082cae9d0bf792ab66892814289ab414cb9623154722a4b8a3c44e85,46212,3,92424,asset-review/files/Java/assets/deco/deco_grass_clump.png,review-or-quarantine,review-required; not-authorized-for-deletion
DUP-0228,6be23a55082cae9d0bf792ab66892814289ab414cb9623154722a4b8a3c44e85,46212,3,92424,asset-review/flora-refresh/before/deco/deco_soft_dense_tall_grass.png,review-or-quarantine,review-required; not-authorized-for-deletion
DUP-0228,6be23a55082cae9d0bf792ab66892814289ab414cb9623154722a4b8a3c44e85,46212,3,92424,asset-review/flora-refresh/before/grass/deco_grass_clump.png,review-or-quarantine,review-required; not-authorized-for-deletion
DUP-0229,3a5f495ce3d953d9a5ca74554046cae83f69969bb5b5a62f6f4500d65b9bbccd,92202,2,92202,Java/assets/companions/rafiq/npc_rafiq_battle_sprite.png,runtime-folder-candidate,review-required; not-authorized-for-deletion
DUP-0229,3a5f495ce3d953d9a5ca74554046cae83f69969bb5b5a62f6f4500d65b9bbccd,92202,2,92202,asset-review/files/Java/assets/companions/npc_rafiq_battle_sprite.png,review-or-quarantine,review-required; not-authorized-for-deletion
DUP-0230,7db7f22a6fa031af76dc4f3700a646ae44401d5d8b6bd0a60237a1fcd002bdec,91941,2,91941,Java/assets/companions/lyra/animations/npc_lyra_model_down_left_walk_anim.png,runtime-folder-candidate,review-required; not-authorized-for-deletion
DUP-0230,7db7f22a6fa031af76dc4f3700a646ae44401d5d8b6bd0a60237a1fcd002bdec,91941,2,91941,Java/assets/companions/lyra/animations/npc_lyra_model_left_walk_anim.png,runtime-folder-candidate,review-required; not-authorized-for-deletion
DUP-0231,e2085cbef6cb1736e97d6c25d9e6462d21b0bff51344efae3291387d8b7e82ed,91659,2,91659,Java/assets/npcs/animations/npc_blacksmith_model_down_hammer_anim.png,runtime-folder-candidate,review-required; not-authorized-for-deletion
DUP-0231,e2085cbef6cb1736e97d6c25d9e6462d21b0bff51344efae3291387d8b7e82ed,91659,2,91659,asset-review/2026-09-22-npcs/candidates/Java/assets/npcs/animations/npc_blacksmith_model_down_hammer_anim.png,review-or-quarantine,review-required; not-authorized-for-deletion
DUP-0232,5e29d0c1ccea029dea23933062ee4f5071679521feab794a33ded0f0b4d55e56,89860,2,89860,Java/assets/companions/maera/npc_maera_battle_sprite.png,runtime-folder-candidate,review-required; not-authorized-for-deletion
DUP-0232,5e29d0c1ccea029dea23933062ee4f5071679521feab794a33ded0f0b4d55e56,89860,2,89860,asset-review/files/Java/assets/companions/npc_maera_battle_sprite.png,review-or-quarantine,review-required; not-authorized-for-deletion
DUP-0233,59381ba431ac22163a6c2a71aed7181cd7feacda714f59729fd7cf23c2283b59,87790,2,87790,Java/assets/deco/deco_soft_dense_tall_grass.png,runtime-folder-candidate,review-required; not-authorized-for-deletion
DUP-0233,59381ba431ac22163a6c2a71aed7181cd7feacda714f59729fd7cf23c2283b59,87790,2,87790,Java/assets/grass/deco_grass_clump.png,runtime-folder-candidate,review-required; not-authorized-for-deletion
DUP-0234,8bf3df5cf43ee92fdc10e9277bfb89803212d0395ddcd38ab22c6f12fabc7ea4,87556,2,87556,Java/assets/companions/lyra/npc_lyra_battle_sprite.png,runtime-folder-candidate,review-required; not-authorized-for-deletion
DUP-0234,8bf3df5cf43ee92fdc10e9277bfb89803212d0395ddcd38ab22c6f12fabc7ea4,87556,2,87556,asset-review/files/Java/assets/companions/npc_lyra_battle_sprite.png,review-or-quarantine,review-required; not-authorized-for-deletion
DUP-0235,351df5d49ab06acb29b38842de28101404b05b3068fef4cf73531c9718727fa8,83438,2,83438,Java/assets/npcs/animations/npc_quartermaster_model_up_walk_anim.png,runtime-folder-candidate,review-required; not-authorized-for-deletion
DUP-0235,351df5d49ab06acb29b38842de28101404b05b3068fef4cf73531c9718727fa8,83438,2,83438,asset-review/2026-09-22-npcs/before/Java/assets/npcs/animations/npc_quartermaster_model_up_walk_anim.png,review-or-quarantine,review-required; not-authorized-for-deletion
DUP-0236,4cdb03adf75f4e8905ca57c3f8e402e70a4773f8c060681e72ad447c508ca4a2,82212,2,82212,Java/assets/companions/calder/npc_calder_battle_sprite.png,runtime-folder-candidate,review-required; not-authorized-for-deletion
DUP-0236,4cdb03adf75f4e8905ca57c3f8e402e70a4773f8c060681e72ad447c508ca4a2,82212,2,82212,asset-review/files/Java/assets/companions/npc_calder_battle_sprite.png,review-or-quarantine,review-required; not-authorized-for-deletion
DUP-0237,c3a16f5bf004dbc645a0b39bb447c19ad84e2e090df9ddd8146744e9ca9a4d07,80692,2,80692,asset-review/2026-09-22-sprite-integrity/before/Java/assets/city/buildings/city/city_building_house_wide.png,review-or-quarantine,review-required; not-authorized-for-deletion
DUP-0237,c3a16f5bf004dbc645a0b39bb447c19ad84e2e090df9ddd8146744e9ca9a4d07,80692,2,80692,asset-review/files/Java/assets/city/buildings/city/city_house_front_candidate.png,review-or-quarantine,review-required; not-authorized-for-deletion
DUP-0238,4178322589e30fb80afde16e19f97d023661729dcf7ab82a67046351ff8bfce1,76202,2,76202,Java/assets/npcs/animations/npc_quartermaster_model_right_walk_anim.png,runtime-folder-candidate,review-required; not-authorized-for-deletion
DUP-0238,4178322589e30fb80afde16e19f97d023661729dcf7ab82a67046351ff8bfce1,76202,2,76202,asset-review/2026-09-22-npcs/before/Java/assets/npcs/animations/npc_quartermaster_model_left_walk_anim.png,review-or-quarantine,review-required; not-authorized-for-deletion
DUP-0239,5b7f86dac7debb6fa727fc41951ced700f2189b7154084f6f8a5ceb60f3de969,74476,2,74476,Java/assets/forest/deco_tree_enchanted_stump.png,runtime-folder-candidate,review-required; not-authorized-for-deletion
DUP-0239,5b7f86dac7debb6fa727fc41951ced700f2189b7154084f6f8a5ceb60f3de969,74476,2,74476,asset-review/files/Java/assets/deco/deco_stump.png,review-or-quarantine,review-required; not-authorized-for-deletion
DUP-0240,0cfbfca32355603df92742f1c554f13339983bddc78c29732508d87d7c358b42,74330,2,74330,Java/assets/npcs/animations/npc_quartermaster_model_left_walk_anim.png,runtime-folder-candidate,review-required; not-authorized-for-deletion
DUP-0240,0cfbfca32355603df92742f1c554f13339983bddc78c29732508d87d7c358b42,74330,2,74330,asset-review/2026-09-22-npcs/before/Java/assets/npcs/animations/npc_quartermaster_model_right_walk_anim.png,review-or-quarantine,review-required; not-authorized-for-deletion
DUP-0241,deba973d5842b01d775cd4e7a7a2db128fafc9b8c220369c5ba21f0bc527f54e,72010,2,72010,Java/assets/interiors/props/household/interior_supplies_shelf.png,runtime-folder-candidate,review-required; not-authorized-for-deletion
DUP-0241,deba973d5842b01d775cd4e7a7a2db128fafc9b8c220369c5ba21f0bc527f54e,72010,2,72010,asset-review/household-expansion/candidates/warehouse/supplies_shelf.png,review-or-quarantine,review-required; not-authorized-for-deletion
DUP-0242,869248f77559f8461c08165bd380563b78273c21597f96675ec4f9f51ff86ecc,35566,3,71132,asset-review/characters/walk_alternate/npc_orin_up.png,review-or-quarantine,review-required; not-authorized-for-deletion
DUP-0242,869248f77559f8461c08165bd380563b78273c21597f96675ec4f9f51ff86ecc,35566,3,71132,asset-review/characters/walk_alternate/npc_orin_up_left.png,review-or-quarantine,review-required; not-authorized-for-deletion
DUP-0242,869248f77559f8461c08165bd380563b78273c21597f96675ec4f9f51ff86ecc,35566,3,71132,asset-review/characters/walk_alternate/npc_orin_up_right.png,review-or-quarantine,review-required; not-authorized-for-deletion
DUP-0243,5284d6c8ad05b523be16e5ab121da1d2e3f0faba8017c94e812c9fb68bea46ae,34755,3,69510,asset-review/characters/walk_alternate/npc_orin_down.png,review-or-quarantine,review-required; not-authorized-for-deletion
DUP-0243,5284d6c8ad05b523be16e5ab121da1d2e3f0faba8017c94e812c9fb68bea46ae,34755,3,69510,asset-review/characters/walk_alternate/npc_orin_down_left.png,review-or-quarantine,review-required; not-authorized-for-deletion
DUP-0243,5284d6c8ad05b523be16e5ab121da1d2e3f0faba8017c94e812c9fb68bea46ae,34755,3,69510,asset-review/characters/walk_alternate/npc_orin_down_right.png,review-or-quarantine,review-required; not-authorized-for-deletion
DUP-0244,72894530c6a4843fe29d2485e0fa71fcf6db25eb5fcbe429c5d3ce86c7629173,66453,2,66453,Java/assets/companions/seraphine/npc_seraphine_battle_sprite.png,runtime-folder-candidate,review-required; not-authorized-for-deletion
DUP-0244,72894530c6a4843fe29d2485e0fa71fcf6db25eb5fcbe429c5d3ce86c7629173,66453,2,66453,asset-review/files/Java/assets/companions/npc_seraphine_battle_sprite.png,review-or-quarantine,review-required; not-authorized-for-deletion
DUP-0245,e8d9c846367da561b912ed9784c433ea38a54399ce5b642203e6694a56bfb93c,66321,2,66321,asset-review/flora-refresh/before/deco/deco_soft_dense_meadow_flowers.png,review-or-quarantine,review-required; not-authorized-for-deletion
DUP-0245,e8d9c846367da561b912ed9784c433ea38a54399ce5b642203e6694a56bfb93c,66321,2,66321,asset-review/flora-refresh/before/grass/deco_flowers.png,review-or-quarantine,review-required; not-authorized-for-deletion
DUP-0246,590936b8773f274d9c9e2f7b77b62fb58fda199d25919ab6f48ea0f28b603ac4,66273,2,66273,Java/assets/interiors/props/household/interior_tools_shelf.png,runtime-folder-candidate,review-required; not-authorized-for-deletion
DUP-0246,590936b8773f274d9c9e2f7b77b62fb58fda199d25919ab6f48ea0f28b603ac4,66273,2,66273,asset-review/household-expansion/candidates/warehouse/tools_shelf.png,review-or-quarantine,review-required; not-authorized-for-deletion
DUP-0247,b7f0ad79f857e5e6df7ff7044ef43b27b2b52c6eb0cd908f447c8c8d1f4932bd,65204,2,65204,Java/assets/interiors/props/household/interior_room_screen.png,runtime-folder-candidate,review-required; not-authorized-for-deletion
DUP-0247,b7f0ad79f857e5e6df7ff7044ef43b27b2b52c6eb0cd908f447c8c8d1f4932bd,65204,2,65204,asset-review/household-expansion/candidates/household/room_screen.png,review-or-quarantine,review-required; not-authorized-for-deletion
DUP-0248,b4867b5eed99f8f40578814ebe5d00f1b4a0d81f08cde7f503caab87a4feed78,64460,2,64460,Java/assets/npcs/regional/npc_regional_temperate_noble_f_model.png,runtime-folder-candidate,review-required; not-authorized-for-deletion
DUP-0248,b4867b5eed99f8f40578814ebe5d00f1b4a0d81f08cde7f503caab87a4feed78,64460,2,64460,Java/assets/npcs/regional/npc_regional_temperate_noble_f_model_down.png,runtime-folder-candidate,review-required; not-authorized-for-deletion
DUP-0249,5ddcefbb2db1d728643840f2e9ad054ceac1254fe2d81a8d73d45804f3b57021,32146,3,64292,asset-review/files/Java/assets/deco/deco_snow_mound.png,review-or-quarantine,review-required; not-authorized-for-deletion
DUP-0249,5ddcefbb2db1d728643840f2e9ad054ceac1254fe2d81a8d73d45804f3b57021,32146,3,64292,asset-review/flora-refresh/before/deco/deco_soft_dense_snow_mound.png,review-or-quarantine,review-required; not-authorized-for-deletion
DUP-0249,5ddcefbb2db1d728643840f2e9ad054ceac1254fe2d81a8d73d45804f3b57021,32146,3,64292,asset-review/flora-refresh/before/tundra/deco_snow_mound.png,review-or-quarantine,review-required; not-authorized-for-deletion
DUP-0250,69796e724bbde3575030924baf22411bfd9db69a5f1e315481e8af5984fdf2db,63234,2,63234,Java/assets/npcs/regional/npc_regional_desert_noble_f_model.png,runtime-folder-candidate,review-required; not-authorized-for-deletion
DUP-0250,69796e724bbde3575030924baf22411bfd9db69a5f1e315481e8af5984fdf2db,63234,2,63234,Java/assets/npcs/regional/npc_regional_desert_noble_f_model_down.png,runtime-folder-candidate,review-required; not-authorized-for-deletion
DUP-0251,3dd0cde33f6fcea5907b2d1a48d199bb2d88947c4a2b7ae34c99f8474ee6f068,62770,2,62770,Java/assets/npcs/regional/npc_regional_north_noble_f_model.png,runtime-folder-candidate,review-required; not-authorized-for-deletion
DUP-0251,3dd0cde33f6fcea5907b2d1a48d199bb2d88947c4a2b7ae34c99f8474ee6f068,62770,2,62770,Java/assets/npcs/regional/npc_regional_north_noble_f_model_down.png,runtime-folder-candidate,review-required; not-authorized-for-deletion
DUP-0252,ff5c7c32ba496012e34add91ecbf62fbd58d297e83ac90e6cf19b2ffabddac60,20874,4,62622,Java/assets/npcs/npc_orin_model.png,runtime-folder-candidate,review-required; not-authorized-for-deletion
DUP-0252,ff5c7c32ba496012e34add91ecbf62fbd58d297e83ac90e6cf19b2ffabddac60,20874,4,62622,Java/assets/npcs/npc_orin_model_down.png,runtime-folder-candidate,review-required; not-authorized-for-deletion
DUP-0252,ff5c7c32ba496012e34add91ecbf62fbd58d297e83ac90e6cf19b2ffabddac60,20874,4,62622,asset-review/2026-09-22-npcs/candidates/Java/assets/npcs/npc_orin_model.png,review-or-quarantine,review-required; not-authorized-for-deletion
DUP-0252,ff5c7c32ba496012e34add91ecbf62fbd58d297e83ac90e6cf19b2ffabddac60,20874,4,62622,asset-review/2026-09-22-npcs/candidates/Java/assets/npcs/npc_orin_model_down.png,review-or-quarantine,review-required; not-authorized-for-deletion
DUP-0253,3a36e4f423b8d44ebff55d2627e9c4f017787667fe7d69adc3ff3b18343d7986,62504,2,62504,Java/assets/npcs/regional/npc_regional_marsh_noble_f_model.png,runtime-folder-candidate,review-required; not-authorized-for-deletion
DUP-0253,3a36e4f423b8d44ebff55d2627e9c4f017787667fe7d69adc3ff3b18343d7986,62504,2,62504,Java/assets/npcs/regional/npc_regional_marsh_noble_f_model_down.png,runtime-folder-candidate,review-required; not-authorized-for-deletion
DUP-0254,877c3e66750a9b8345529e584a3a961876382fbcdf928a85fe48b9b46d767e03,62197,2,62197,Java/assets/deco/deco_soft_dense_snow_mound.png,runtime-folder-candidate,review-required; not-authorized-for-deletion
DUP-0254,877c3e66750a9b8345529e584a3a961876382fbcdf928a85fe48b9b46d767e03,62197,2,62197,Java/assets/tundra/deco_snow_mound.png,runtime-folder-candidate,review-required; not-authorized-for-deletion
DUP-0255,847d3be15ed7b29ad16dedd3358928641994cf006a82621a1d1bc627ace42e8a,30380,3,60760,asset-review/characters/walk_alternate/npc_elowen_down.png,review-or-quarantine,review-required; not-authorized-for-deletion
DUP-0255,847d3be15ed7b29ad16dedd3358928641994cf006a82621a1d1bc627ace42e8a,30380,3,60760,asset-review/characters/walk_alternate/npc_elowen_down_left.png,review-or-quarantine,review-required; not-authorized-for-deletion
DUP-0255,847d3be15ed7b29ad16dedd3358928641994cf006a82621a1d1bc627ace42e8a,30380,3,60760,asset-review/characters/walk_alternate/npc_elowen_down_right.png,review-or-quarantine,review-required; not-authorized-for-deletion
DUP-0256,e7ebbe121b55aaa2828f6105e4078950e42531c7beab44cabb183098d12f45e1,30366,3,60732,asset-review/characters/walk_articulated/npc_orin_up.png,review-or-quarantine,review-required; not-authorized-for-deletion
DUP-0256,e7ebbe121b55aaa2828f6105e4078950e42531c7beab44cabb183098d12f45e1,30366,3,60732,asset-review/characters/walk_articulated/npc_orin_up_left.png,review-or-quarantine,review-required; not-authorized-for-deletion
