actor	direction	frames	unique_rendered_frames
npc_regional_north_scholar_m	right	32	32
npc_regional_north_scholar_m	down_right	32	32
npc_regional_north_trader_f	down	32	32
npc_regional_north_trader_f	down_left	32	32
npc_regional_north_trader_f	left	32	32
npc_regional_north_trader_f	up_left	32	32
npc_regional_north_trader_f	up	32	32
npc_regional_north_trader_f	up_right	32	32
npc_regional_north_trader_f	right	32	32
npc_regional_north_trader_f	down_right	32	32
npc_regional_north_trader_m	down	32	32
npc_regional_north_trader_m	down_left	32	32
npc_regional_north_trader_m	left	32	32
npc_regional_north_trader_m	up_left	32	32
npc_regional_north_trader_m	up	32	32
npc_regional_north_trader_m	up_right	32	32
npc_regional_north_trader_m	right	32	32
npc_regional_north_trader_m	down_right	32	32
npc_regional_temperate_artisan_f	down	32	32
npc_regional_temperate_artisan_f	down_left	32	32
npc_regional_temperate_artisan_f	left	32	32
npc_regional_temperate_artisan_f	up_left	32	32
npc_regional_temperate_artisan_f	up	32	32
npc_regional_temperate_artisan_f	up_right	32	32
npc_regional_temperate_artisan_f	right	32	32
npc_regional_temperate_artisan_f	down_right	32	32
npc_regional_temperate_artisan_m	down	32	32
npc_regional_temperate_artisan_m	down_left	32	32
npc_regional_temperate_artisan_m	left	32	32
npc_regional_temperate_artisan_m	up_left	32	32
npc_regional_temperate_artisan_m	up	32	32
npc_regional_temperate_artisan_m	up_right	32	32
npc_regional_temperate_artisan_m	right	32	32
npc_regional_temperate_artisan_m	down_right	32	32
npc_regional_temperate_farmer_f	down	32	32
npc_regional_temperate_farmer_f	down_left	32	32
npc_regional_temperate_farmer_f	left	32	32
npc_regional_temperate_farmer_f	up_left	32	32
npc_regional_temperate_farmer_f	up	32	32
npc_regional_temperate_farmer_f	up_right	32	32
npc_regional_temperate_farmer_f	right	32	32
npc_regional_temperate_farmer_f	down_right	32	32
npc_regional_temperate_farmer_m	down	32	32
npc_regional_temperate_farmer_m	down_left	32	32
npc_regional_temperate_farmer_m	left	32	32
npc_regional_temperate_farmer_m	up_left	32	32
npc_regional_temperate_farmer_m	up	32	32
npc_regional_temperate_farmer_m	up_right	32	32
npc_regional_temperate_farmer_m	right	32	32
npc_regional_temperate_farmer_m	down_right	32	32
npc_regional_temperate_guard_f	down	32	32
npc_regional_temperate_guard_f	down_left	32	32
npc_regional_temperate_guard_f	left	32	32
npc_regional_temperate_guard_f	up_left	32	32
npc_regional_temperate_guard_f	up	32	32
npc_regional_temperate_guard_f	up_right	32	32
npc_regional_temperate_guard_f	right	32	32
npc_regional_temperate_guard_f	down_right	32	32
npc_regional_temperate_guard_m	down	32	32
npc_regional_temperate_guard_m	down_left	32	32
npc_regional_temperate_guard_m	left	32	32
npc_regional_temperate_guard_m	up_left	32	32
npc_regional_temperate_guard_m	up	32	32
npc_regional_temperate_guard_m	up_right	32	32
npc_regional_temperate_guard_m	right	32	32
npc_regional_temperate_guard_m	down_right	32	32
npc_regional_temperate_healer_f	down	32	32
npc_regional_temperate_healer_f	down_left	32	32
npc_regional_temperate_healer_f	left	32	32
npc_regional_temperate_healer_f	up_left	32	32
npc_regional_temperate_healer_f	up	32	32
npc_regional_temperate_healer_f	up_right	32	32
npc_regional_temperate_healer_f	right	32	32
npc_regional_temperate_healer_f	down_right	32	32
npc_regional_temperate_healer_m	down	32	32
npc_regional_temperate_healer_m	down_left	32	32
npc_regional_temperate_healer_m	left	32	32
npc_regional_temperate_healer_m	up_left	32	32
npc_regional_temperate_healer_m	up	32	32
npc_regional_temperate_healer_m	up_right	32	32
npc_regional_temperate_healer_m	right	32	32
npc_regional_temperate_healer_m	down_right	32	32
npc_regional_temperate_miner_f	down	32	32
npc_regional_temperate_miner_f	down_left	32	32
npc_regional_temperate_miner_f	left	32	32
npc_regional_temperate_miner_f	up_left	32	32
npc_regional_temperate_miner_f	up	32	32
npc_regional_temperate_miner_f	up_right	32	32
npc_regional_temperate_miner_f	right	32	32
npc_regional_temperate_miner_f	down_right	32	32
npc_regional_temperate_miner_m	down	32	32
npc_regional_temperate_miner_m	down_left	32	32
npc_regional_temperate_miner_m	left	32	32
npc_regional_temperate_miner_m	up_left	32	32
npc_regional_temperate_miner_m	up	32	32
npc_regional_temperate_miner_m	up_right	32	32
npc_regional_temperate_miner_m	right	32	32
npc_regional_temperate_miner_m	down_right	32	32
npc_regional_temperate_noble_f	down	32	32
npc_regional_temperate_noble_f	down_left	32	32
npc_regional_temperate_noble_f	left	32	32
npc_regional_temperate_noble_f	up_left	32	32
npc_regional_temperate_noble_f	up	32	32
npc_regional_temperate_noble_f	up_right	32	32
npc_regional_temperate_noble_f	right	32	32
npc_regional_temperate_noble_f	down_right	32	32
npc_regional_temperate_noble_m	down	32	32
npc_regional_temperate_noble_m	down_left	32	32
npc_regional_temperate_noble_m	left	32	32
npc_regional_temperate_noble_m	up_left	32	32
npc_regional_temperate_noble_m	up	32	32
npc_regional_temperate_noble_m	up_right	32	32
npc_regional_temperate_noble_m	right	32	32
npc_regional_temperate_noble_m	down_right	32	32
npc_regional_temperate_scholar_f	down	32	32
npc_regional_temperate_scholar_f	down_left	32	32
npc_regional_temperate_scholar_f	left	32	32
npc_regional_temperate_scholar_f	up_left	32	32
npc_regional_temperate_scholar_f	up	32	32
npc_regional_temperate_scholar_f	up_right	32	32
npc_regional_temperate_scholar_f	right	32	32
npc_regional_temperate_scholar_f	down_right	32	32
npc_regional_temperate_scholar_m	down	32	32
npc_regional_temperate_scholar_m	down_left	32	32
npc_regional_temperate_scholar_m	left	32	32
npc_regional_temperate_scholar_m	up_left	32	32
npc_regional_temperate_scholar_m	up	32	32
npc_regional_temperate_scholar_m	up_right	32	32
npc_regional_temperate_scholar_m	right	32	32
npc_regional_temperate_scholar_m	down_right	32	32
npc_regional_temperate_trader_f	down	32	32
npc_regional_temperate_trader_f	down_left	32	32
npc_regional_temperate_trader_f	left	32	32
npc_regional_temperate_trader_f	up_left	32	32
npc_regional_temperate_trader_f	up	32	32
npc_regional_temperate_trader_f	up_right	32	32
npc_regional_temperate_trader_f	right	32	32
npc_regional_temperate_trader_f	down_right	32	32
npc_regional_temperate_trader_m	down	32	32
npc_regional_temperate_trader_m	down_left	32	32
npc_regional_temperate_trader_m	left	32	32
npc_regional_temperate_trader_m	up_left	32	32
npc_regional_temperate_trader_m	up	32	32
npc_regional_temperate_trader_m	up_right	32	32
npc_regional_temperate_trader_m	right	32	32
npc_regional_temperate_trader_m	down_right	32	32
npc_ren	down	32	32
npc_ren	down_left	32	32
npc_ren	left	32	32
npc_ren	up_left	32	32
npc_ren	up	32	32
npc_ren	up_right	32	32
npc_ren	right	32	32
npc_ren	down_right	32	32
npc_rowan	down	32	32
npc_rowan	down_left	32	32
npc_rowan	left	32	32
npc_rowan	up_left	32	32
npc_rowan	up	32	32
npc_rowan	up_right	32	32
npc_rowan	right	32	32
npc_rowan	down_right	32	32
npc_sable	down	32	32
npc_sable	down_left	32	32
npc_sable	left	32	32
npc_sable	up_left	32	32
npc_sable	up	32	32
npc_sable	up_right	32	32
npc_sable	right	32	32
npc_sable	down_right	32	32
npc_story_ash_scribe_damar	down	32	32
npc_story_ash_scribe_damar	down_left	32	32
npc_story_ash_scribe_damar	left	32	32
npc_story_ash_scribe_damar	up_left	32	32
npc_story_ash_scribe_damar	up	32	32
npc_story_ash_scribe_damar	up_right	32	32
npc_story_ash_scribe_damar	right	32	32
npc_story_ash_scribe_damar	down_right	32	32
npc_story_bellwright_nessa	down	32	32
npc_story_bellwright_nessa	down_left	32	32
npc_story_bellwright_nessa	left	32	32
npc_story_bellwright_nessa	up_left	32	32
npc_story_bellwright_nessa	up	32	32
npc_story_bellwright_nessa	up_right	32	32
npc_story_bellwright_nessa	right	32	32
npc_story_bellwright_nessa	down_right	32	32
npc_story_captain_elric_snowrest	down	32	32
npc_story_captain_elric_snowrest	down_left	32	32
npc_story_captain_elric_snowrest	left	32	32
npc_story_captain_elric_snowrest	up_left	32	32
npc_story_captain_elric_snowrest	up	32	32
npc_story_captain_elric_snowrest	up_right	32	32
npc_story_captain_elric_snowrest	right	32	32
npc_story_captain_elric_snowrest	down_right	32	32
npc_story_elder_rowan	down	32	32
npc_story_elder_rowan	down_left	32	32
npc_story_elder_rowan	left	32	32
npc_story_elder_rowan	up_left	32	32
npc_story_elder_rowan	up	32	32
npc_story_elder_rowan	up_right	32	32
npc_story_elder_rowan	right	32	32
npc_story_elder_rowan	down_right	32	32
npc_story_gravekeeper_hollis	down	32	32
npc_story_gravekeeper_hollis	down_left	32	32
npc_story_gravekeeper_hollis	left	32	32
npc_story_gravekeeper_hollis	up_left	32	32
npc_story_gravekeeper_hollis	up	32	32
npc_story_gravekeeper_hollis	up_right	32	32
npc_story_gravekeeper_hollis	right	32	32
npc_story_gravekeeper_hollis	down_right	32	32
npc_story_maelis	down	32	32
npc_story_maelis	down_left	32	32
npc_story_maelis	left	32	32
npc_story_maelis	up_left	32	32
npc_story_maelis	up	32	32
npc_story_maelis	up_right	32	32
npc_story_maelis	right	32	32
npc_story_maelis	down_right	32	32
npc_story_mirella	down	32	32
npc_story_mirella	down_left	32	32
npc_story_mirella	left	32	32
npc_story_mirella	up_left	32	32
npc_story_mirella	up	32	32
npc_story_mirella	up_right	32	32
npc_story_mirella	right	32	32
npc_story_mirella	down_right	32	32
npc_story_odrick	down	32	32
npc_story_odrick	down_left	32	32
npc_story_odrick	left	32	32
npc_story_odrick	up_left	32	32
npc_story_odrick	up	32	32
npc_story_odrick	up_right	32	32
npc_story_odrick	right	32	32
npc_story_odrick	down_right	32	32
npc_story_selene	down	32	32
npc_story_selene	down_left	32	32
npc_story_selene	left	32	32
npc_story_selene	up_left	32	32
npc_story_selene	up	32	32
npc_story_selene	up_right	32	32
npc_story_selene	right	32	32
npc_story_selene	down_right	32	32
npc_story_solari	down	32	32
npc_story_solari	down_left	32	32
npc_story_solari	left	32	32
npc_story_solari	up_left	32	32
npc_story_solari	up	32	32
npc_story_solari	up_right	32	32
npc_story_solari	right	32	32
npc_story_solari	down_right	32	32
npc_story_vaelthara	down	32	32
npc_story_vaelthara	down_left	32	32
npc_story_vaelthara	left	32	32
npc_story_vaelthara	up_left	32	32
npc_story_vaelthara	up	32	32
npc_story_vaelthara	up_right	32	32
npc_story_vaelthara	right	32	32
npc_story_vaelthara	down_right	32	32
npc_story_ysra	down	32	32
npc_story_ysra	down_left	32	32
npc_story_ysra	left	32	32
npc_story_ysra	up_left	32	32
npc_story_ysra	up	32	32
npc_story_ysra	up_right	32	32
npc_story_ysra	right	32	32
npc_story_ysra	down_right	32	32
npc_torin	down	32	32
npc_torin	down_left	32	32
npc_torin	left	32	32
npc_torin	up_left	32	32
npc_torin	up	32	32
npc_torin	up_right	32	32
npc_torin	right	32	32
npc_torin	down_right	32	32
npc_vexa	down	32	32
npc_vexa	down_left	32	32
npc_vexa	left	32	32
npc_vexa	up_left	32	32
npc_vexa	up	32	32
npc_vexa	up_right	32	32
npc_vexa	right	32	32
npc_vexa	down_right	32	32
